DATA,CO_ID,CL_ID,CL_GENERO,CL_EC,CL_FHL,CL_SEG,PR_ID,PR_CAT,PR_NOME
2019-12-12,209539,345,F,2,3,B,139,Limpeza,Removedor
2019-12-12,209580,421,M,3,3,C,225,Alimentos,Atum
2019-12-12,209666,693,F,4,0,B,115,Pet,Alimento Para Passaro
2019-12-12,209760,282,M,2,0,B,113,Limpeza,Tira Mancha
2019-12-12,209786,676,M,2,3,B,122,Alimentos,Tomate
2019-12-12,209836,326,F,1,0,B,82,Higiene,Lenco Umedecido
2019-12-12,209899,254,F,5,2,B,44,Alimentos,Mamao
2019-12-12,209928,735,F,4,0,B,102,Limpeza,Limpa Vidros
2019-12-12,209946,345,F,2,3,B,190,Higiene,Gel
2019-12-12,209990,634,F,2,0,C,132,Higiene,Sabonete
2019-12-12,210057,791,F,1,0,B,103,Limpeza,Limpador Multiuso
2019-12-12,210083,757,F,4,3,C,93,Limpeza,Agua Sanitaria
2019-12-12,210174,63,F,3,0,B,27,Alimentos,Danette
2019-12-12,210195,285,M,3,0,B,2,Acessorios,Mordedor
2019-12-12,210215,51,F,3,0,B,92,Higiene,Tinturas
2019-12-12,210267,250,F,4,1,B,33,Alimentos,Iogurte
2019-12-12,210326,222,F,4,0,B,214,Alimentos,Cebola
2019-12-12,210401,460,F,1,3,B,39,Alimentos,Limao
,210463,594,F,3,1,C,57,Alimentos,Requeijao
,210510,57,M,2,0,B,23,Alimentos,Cogumelos
,210552,454,F,1,0,B,58,Alimentos,Ricota
,210640,79,F,2,0,C,107,Outros,#N/D
,210651,735,F,4,0,B,114,Limpeza,Vassoura
,210667,55,F,3,0,B,27,Alimentos,Danette
,210759,931,M,2,0,A,62,Alimentos,Snacks
,210782,501,M,1,0,B,203,Alimentos,Danette
,210789,132,M,2,0,A,55,Alimentos,Queijo De Cabra
,210863,954,F,4,2,B,29,Alimentos,Feijao
,210930,900,F,3,0,B,156,Higiene,Pasta De Dente
,210965,218,M,4,0,B,75,Higiene,Escova De Dente
,210989,156,F,2,0,B,82,Higiene,Lenco Umedecido
,211055,673,F,5,1,B,71,Higiene,Absorvente
,211126,532,F,2,3,B,96,Limpeza,Balde
,211168,56,F,2,3,B,47,Alimentos,Mortadela
,211177,639,M,2,0,C,75,Higiene,Escova De Dente
,211273,142,F,1,0,B,174,Limpeza,Limpador Perfumado
,211318,523,M,3,0,B,167,Alimentos,Manga
,211368,928,F,5,1,B,70,Bebidas,Refrigerante Outros
,211450,867,M,2,3,B,160,Alimentos,Palmito
,211478,752,M,3,0,C,186,Higiene,Hidratante
,211542,916,F,3,4,C,186,Higiene,Hidratante
,211591,637,F,1,0,B,202,Limpeza,Desengordurante
,211596,915,F,3,0,B,88,Higiene,Repelente
,211612,929,M,4,0,B,223,Alimentos,Azeitona
,211708,444,F,2,0,B,80,Higiene,Hastes Flexiveis
,211787,985,M,1,0,B,110,Limpeza,Sabao
,211860,995,M,3,1,B,205,Alimentos,Coxa E Sobrecoxa De Frango
,211866,410,F,3,3,B,52,Alimentos,Pate
,211926,127,F,4,2,C,34,Alimentos,Ketchup
,211965,166,F,1,0,B,121,Alimentos,Uva
,211978,985,M,1,0,B,122,Alimentos,Tomate
,211986,893,F,1,0,B,55,Alimentos,Queijo De Cabra
,212043,112,M,4,0,B,95,Limpeza,Amaciante
,212069,125,M,3,0,B,102,Limpeza,Limpa Vidros
,212146,33,F,2,0,B,61,Alimentos,Sardinha
,212178,792,F,2,0,B,117,Pet,Racao Seca Para Gatos
,212181,814,M,4,0,B,213,Alimentos,Cenoura
,212197,706,F,2,0,A,229,Alimentos,Almondega
,212228,114,F,3,3,B,41,Alimentos,Macarrao
,212265,514,M,4,0,C,218,Alimentos,Bife De Coxao Mole
,212299,439,F,3,0,B,163,Alimentos,Mortadela
,212340,342,M,3,0,B,76,Higiene,Fio Dental
,212371,829,F,3,4,B,18,Alimentos,Brocolis
,212412,418,M,2,2,A,22,Alimentos,Cha
,212459,932,M,4,1,B,46,Alimentos,Molho Barbecue
,212526,997,M,5,2,C,108,Limpeza,Removedor
,212606,38,M,3,0,B,189,Alimentos,Granola
,212678,809,F,3,3,B,79,Higiene,Gel
,212692,705,M,1,0,B,86,Higiene,Preservativo
,212759,816,M,4,0,C,27,Alimentos,Danette
,212765,712,F,2,3,B,33,Alimentos,Iogurte
,212793,517,F,3,1,B,85,Higiene,Pasta De Dente
,212845,345,F,2,3,B,142,Bebidas,Refrigerante Laranja
,212939,958,M,2,3,B,130,Alimentos,Salgadinhos De Milho
,213006,869,F,3,0,B,193,Higiene,Fio Dental
,213064,4,M,4,0,B,200,Limpeza,Detergente
,213066,68,F,2,1,A,123,Limpeza,Tira Mancha
,213132,485,M,3,3,B,32,Alimentos,Hambuguer
,213165,957,M,2,3,B,18,Alimentos,Brocolis
,213184,444,F,2,0,B,138,Higiene,Repelente
,213231,333,F,2,0,C,32,Alimentos,Hambuguer
,213311,666,F,2,2,B,173,Alimentos,Linguica
,213331,398,F,4,1,B,99,Limpeza,Desinfetante
,213424,32,F,1,0,B,10,Alimentos,Atum
,213451,587,M,1,0,B,73,Higiene,Creme
,213497,437,F,2,1,C,218,Alimentos,Bife De Coxao Mole
,213563,467,F,2,2,B,36,Alimentos,Lata De Milho
,213632,301,F,3,0,C,39,Alimentos,Limao
,213690,54,M,1,0,A,132,Higiene,Sabonete
,213734,390,F,2,0,B,64,Alimentos,Uva
,213736,318,M,1,2,B,25,Alimentos,Coracao De Frango
,213815,721,M,3,2,C,130,Alimentos,Salgadinhos De Milho
,213839,153,M,4,1,B,195,Alimentos,Feijao
,213879,495,F,2,3,A,207,Alimentos,Copa Suina
,213952,236,M,2,2,C,33,Alimentos,Iogurte
,214013,961,F,1,0,C,92,Higiene,Tinturas
,214081,860,M,1,0,B,94,Limpeza,Alcool
,214170,14,M,1,3,B,36,Alimentos,Lata De Milho
,214217,601,M,4,0,A,71,Higiene,Absorvente
,214240,322,M,2,0,B,59,Alimentos,Salgadinho
,214328,726,M,2,0,B,40,Alimentos,Linguica
,214331,928,F,5,1,B,91,Higiene,Talco
,214379,213,M,2,4,B,72,Higiene,Condicionador
,214457,281,F,2,0,B,189,Alimentos,Granola
,214550,863,F,1,4,B,219,Alimentos,Batata Doce
,214613,45,M,2,0,A,109,Limpeza,Rodo
,214621,883,M,1,0,B,215,Alimentos,Cafe
,214637,805,F,3,0,C,19,Alimentos,Cafe
,214657,390,F,2,0,B,191,Higiene,Fralda
,214705,679,F,3,3,B,81,Higiene,Hidratante
,214748,802,M,1,1,B,210,Acessorios,Chupeta
,214797,118,M,2,4,A,109,Limpeza,Rodo
,214861,1,M,1,0,C,152,Alimentos,Presunto Cozido
,214864,660,F,3,0,C,155,Alimentos,Pate
,214914,111,M,2,4,C,199,Alimentos,Doce
,214943,538,M,3,0,B,86,Higiene,Preservativo
,215010,680,F,3,0,C,175,Limpeza,Limpador Multiuso
,215083,934,F,2,2,B,68,Bebidas,Refrigerante Laranja
,215133,872,M,3,4,A,7,Alimentos,Almondega
,215170,348,F,3,0,A,101,Limpeza,Inseticida
,215196,877,M,2,0,C,220,Alimentos,Batata
,215288,203,F,3,0,A,11,Alimentos,Azeite
,215321,579,F,3,0,B,10,Alimentos,Atum
,215369,118,M,2,4,A,5,Alimentos,Achocolatado
,215459,934,F,2,2,B,105,Limpeza,Lustra Moveis
,215538,768,F,4,0,B,147,Pet,Racao Seca Para Gatos
,215612,889,F,3,4,B,55,Alimentos,Queijo De Cabra
,215694,302,F,4,3,C,176,Limpeza,Limpa Vidros
,215742,741,M,3,0,B,141,Bebidas,Refrigerante Limao
,215829,126,M,1,0,C,135,Limpeza,Rodo
,215830,41,M,3,0,C,30,Alimentos,File De Peixe
,215890,254,F,5,2,B,23,Alimentos,Cogumelos
,215936,337,M,3,0,B,155,Alimentos,Pate
,215982,67,M,1,0,B,200,Limpeza,Detergente
,216045,359,F,1,0,B,174,Limpeza,Limpador Perfumado
,216099,894,F,4,3,C,45,Alimentos,Manga
,216145,675,M,4,0,B,133,Limpeza,Sabao Em Po
,216203,7,M,1,3,B,66,Bebidas,Refrigerante Cola
,216270,150,M,1,4,B,152,Alimentos,Presunto Cozido
,216348,687,M,2,3,C,128,Higiene,Shampoo
,216385,937,M,3,4,C,161,Alimentos,Ovos
,216474,717,F,3,0,B,64,Alimentos,Uva
,216489,636,M,2,2,B,144,Bebidas,Refrigerante Cola
,216512,15,M,2,1,C,191,Higiene,Fralda
,216566,464,M,2,2,B,140,Bebidas,Refrigerante Outros
,216603,649,F,3,0,B,167,Alimentos,Manga
,216667,947,F,3,1,B,65,Bebidas,Energetico
,216759,41,M,3,0,C,149,Alimentos,Queijo Mussarela
,216831,513,F,4,3,B,52,Alimentos,Pate
,216888,73,M,1,0,A,31,Alimentos,Granola
,216951,3,F,4,0,B,192,Higiene,Fixador
,216957,351,F,2,2,B,62,Alimentos,Snacks
,217042,310,M,4,3,C,142,Bebidas,Refrigerante Laranja
,217117,31,F,1,0,C,63,Alimentos,Tomate
,217152,82,F,1,1,C,95,Limpeza,Amaciante
,217235,229,M,2,2,C,178,Higiene,Lenco Umedecido
,217311,728,M,2,0,A,224,Alimentos,Azeite
,217390,390,F,2,0,B,72,Higiene,Condicionador
,217435,880,M,3,2,B,94,Limpeza,Alcool
,217460,400,F,4,1,C,205,Alimentos,Coxa E Sobrecoxa De Frango
,217501,769,F,3,3,C,12,Alimentos,Azeitona
,217521,860,M,1,0,B,95,Limpeza,Amaciante
,217554,638,M,3,1,B,149,Alimentos,Queijo Mussarela
,217650,83,M,1,4,B,75,Higiene,Escova De Dente
,217736,547,F,3,4,C,4,Alimentos,Abacaxi
,217810,987,F,1,0,B,178,Higiene,Lenco Umedecido
,217886,1,M,1,0,C,74,Higiene,Enxaguante Bucal
,217984,590,M,4,3,B,120,Limpeza,Vassoura
,218076,123,F,3,2,B,227,Alimentos,Arroz
,218083,953,M,1,1,B,107,Outros,#N/D
,218085,776,F,2,0,B,133,Limpeza,Sabao Em Po
,218097,918,F,2,4,C,177,Alimentos,Limao
,218127,249,F,4,0,B,83,Higiene,Modelador
,218184,358,F,3,0,C,22,Alimentos,Cha
,218216,66,M,3,3,B,170,Alimentos,Macarrao Instantaneo
,218246,439,F,3,0,B,173,Alimentos,Linguica
,218330,1000,F,4,1,B,71,Higiene,Absorvente
,218352,444,F,2,0,B,65,Bebidas,Energetico
,218404,618,M,4,3,B,24,Alimentos,Copa Suina
,218432,39,M,2,0,C,106,Limpeza,Odorizador
,218461,183,M,4,1,B,90,Higiene,Shampoo
,218551,247,M,1,0,B,40,Alimentos,Linguica
,218614,15,M,2,1,C,156,Higiene,Pasta De Dente
,218666,170,F,4,2,B,153,Alimentos,Presunto Cozido
,218674,336,F,1,0,C,181,Alimentos,Lata De Milho
,218767,447,M,2,0,B,97,Limpeza,Cera
,218829,29,M,2,0,B,133,Limpeza,Sabao Em Po
,218903,963,M,3,0,B,11,Alimentos,Azeite
,218918,753,F,1,3,C,194,Alimentos,File De Peixe
,219005,876,F,2,3,B,169,Alimentos,Mamao
,219011,670,M,4,0,C,40,Alimentos,Linguica
,219031,849,F,5,1,B,124,Limpeza,Tira Limo
,219043,309,M,1,0,B,37,Alimentos,Leite
,219132,901,F,4,1,B,63,Alimentos,Tomate
,219178,104,F,3,2,B,155,Alimentos,Pate
,219202,697,M,3,0,C,224,Alimentos,Azeite
,219264,111,M,2,4,C,201,Limpeza,Desinfetante
,219352,822,M,2,3,B,117,Pet,Racao Seca Para Gatos
,219426,191,M,3,0,B,129,Alimentos,Sardinha
,219438,56,F,2,3,B,21,Alimentos,Cenoura
,219455,115,M,4,0,B,152,Alimentos,Presunto Cozido
,219525,309,M,1,0,B,220,Alimentos,Batata
,219619,507,F,3,2,B,21,Alimentos,Cenoura
,219714,154,M,2,3,B,37,Alimentos,Leite
,219750,909,M,3,0,B,87,Higiene,Protetor Solar
,219812,418,M,2,2,A,159,Alimentos,Pao De Forma
,219842,37,M,3,0,B,22,Alimentos,Cha
,219852,540,F,2,0,C,44,Alimentos,Mamao
,219907,499,M,3,0,B,220,Alimentos,Batata
,220003,614,F,4,1,B,30,Alimentos,File De Peixe
,220083,335,F,3,0,C,123,Limpeza,Tira Mancha
,220122,517,F,3,1,B,116,Pet,Racao Seca Para Caes
,220206,893,F,1,0,B,157,Alimentos,Papinha Infantil
,220209,8,F,3,0,B,111,Limpeza,Sabao Em Po
,220284,858,F,4,2,C,208,Higiene,Condicionador
,220305,715,F,3,4,B,43,Alimentos,Mamao Papaya
,220375,295,F,1,3,B,10,Alimentos,Atum
,220438,631,M,1,4,C,214,Alimentos,Cebola
,220513,627,M,3,1,B,164,Acessorios,Mordedor
,220576,599,F,1,4,C,172,Limpeza,Lustra Moveis
,220620,288,M,2,0,B,82,Higiene,Lenco Umedecido
,220688,110,M,3,0,C,217,Alimentos,Biscoito
,220742,87,M,3,2,A,158,Higiene,Papel Higienico
,220752,894,F,4,3,C,206,Alimentos,Coracao De Frango
,220808,280,M,4,3,B,164,Acessorios,Mordedor
,220875,110,M,3,0,C,161,Alimentos,Ovos
,220931,914,M,2,4,B,138,Higiene,Repelente
,220941,49,M,2,0,C,126,Higiene,Talco
,220977,437,F,2,1,C,3,Alimentos,Abacate
,221057,51,F,3,0,B,18,Alimentos,Brocolis
,221143,580,M,3,0,B,114,Limpeza,Vassoura
,221242,280,M,4,3,B,34,Alimentos,Ketchup
,221292,378,F,2,0,C,145,Pet,Racao Umida Para Gatos
,221384,44,F,4,0,C,164,Acessorios,Mordedor
,221456,226,F,4,0,B,33,Alimentos,Iogurte
,221513,935,F,2,0,B,17,Alimentos,Biscoito
,221603,68,F,2,1,A,56,Alimentos,Queijo Mussarela
,221653,57,M,2,0,B,100,Limpeza,Detergente
,221725,650,F,2,0,C,148,Pet,Racao Seca Para Caes
,221794,702,M,1,0,B,170,Alimentos,Macarrao Instantaneo
,221885,691,M,4,0,B,167,Alimentos,Manga
,221949,271,F,4,0,B,79,Higiene,Gel
,222018,337,M,3,0,B,165,Alimentos,Molho Barbecue
,222064,584,M,3,0,B,89,Higiene,Sabonete
,222089,647,M,1,0,C,98,Limpeza,Desengordurante
,222099,79,F,2,0,C,123,Limpeza,Tira Mancha
,222128,761,F,1,4,B,70,Bebidas,Refrigerante Outros
,222197,500,M,3,2,C,117,Pet,Racao Seca Para Gatos
,222286,444,F,2,0,B,163,Alimentos,Mortadela
,222379,279,M,1,2,B,192,Higiene,Fixador
,222399,977,M,1,0,C,175,Limpeza,Limpador Multiuso
,222410,236,M,2,2,C,170,Alimentos,Macarrao Instantaneo
,222463,164,M,2,3,A,118,Pet,Racao Umida Para Caes
,222524,949,M,1,0,B,19,Alimentos,Cafe
,222546,432,F,1,0,C,68,Bebidas,Refrigerante Laranja
,222596,703,M,1,3,B,186,Higiene,Hidratante
,222616,647,M,1,0,C,148,Pet,Racao Seca Para Caes
,222684,924,F,2,2,B,102,Limpeza,Limpa Vidros
,222689,615,M,1,4,C,141,Bebidas,Refrigerante Limao
,222777,365,M,4,0,A,79,Higiene,Gel
,222866,934,F,2,2,B,16,Alimentos,Bife De Coxao Mole
,222896,41,M,3,0,C,89,Higiene,Sabonete
,222966,383,M,1,3,C,59,Alimentos,Salgadinho
,222986,76,M,3,0,A,40,Alimentos,Linguica
,223006,28,F,1,2,B,154,Higiene,Preservativo
,223098,750,M,2,2,C,4,Alimentos,Abacaxi
,223110,199,M,3,3,B,139,Limpeza,Removedor
,223196,686,F,3,2,A,167,Alimentos,Manga
,223257,309,M,1,0,B,129,Alimentos,Sardinha
,223328,213,M,2,4,B,79,Higiene,Gel
,223378,700,F,4,2,C,67,Bebidas,Refrigerante Guarana
,223383,465,F,3,0,B,33,Alimentos,Iogurte
,223430,550,M,4,0,B,26,Alimentos,Coxa E Sobrecoxa De Frango
,223493,259,M,1,1,B,22,Alimentos,Cha
,223588,204,F,3,3,B,21,Alimentos,Cenoura
,223685,670,M,4,0,C,73,Higiene,Creme
,223703,271,F,4,0,B,8,Alimentos,Arroz
,223749,630,M,1,2,C,20,Alimentos,Cebola
,223841,703,M,1,3,B,29,Alimentos,Feijao
,223939,493,M,2,4,B,105,Limpeza,Lustra Moveis
,224016,847,M,4,2,A,157,Alimentos,Papinha Infantil
2020-01-01,224041,268,M,4,0,B,46,Alimentos,Molho Barbecue
2020-01-01,224066,97,F,4,1,B,187,Higiene,Hastes Flexiveis
2020-01-01,224076,4,M,4,0,B,169,Alimentos,Mamao
2020-01-01,224133,942,M,1,0,B,178,Higiene,Lenco Umedecido
2020-01-01,224157,139,F,3,3,B,179,Alimentos,Leite Condensado
2020-01-01,224227,428,F,2,0,A,165,Alimentos,Molho Barbecue
2020-01-01,224283,620,M,2,0,B,56,Alimentos,Queijo Mussarela
2020-01-01,224321,149,M,1,3,A,223,Alimentos,Azeitona
2020-01-01,224391,228,F,4,0,C,52,Alimentos,Pate
2020-01-01,224414,81,F,2,0,B,38,Alimentos,Leite Condensado
2020-01-01,224480,4,M,4,0,B,195,Alimentos,Feijao
2020-01-01,224565,375,M,4,0,B,14,Alimentos,Batata
2020-01-01,224605,510,F,4,0,B,162,Limpeza,Odorizador
2020-01-01,224674,483,M,1,0,C,37,Alimentos,Leite
2020-01-01,224719,746,M,3,0,C,21,Alimentos,Cenoura
2020-01-01,224749,704,F,2,0,C,180,Alimentos,Leite
2020-01-01,224810,974,M,4,1,B,221,Alimentos,Banana
2020-01-01,224897,408,F,4,0,B,8,Alimentos,Arroz
2020-01-01,224909,938,M,1,4,B,170,Alimentos,Macarrao Instantaneo
2020-01-01,224968,763,F,4,0,B,164,Acessorios,Mordedor
2020-01-01,225021,521,F,1,0,A,112,Limpeza,Tira Limo
2020-01-01,225078,584,M,3,0,B,219,Alimentos,Batata Doce
2020-01-01,225142,243,F,1,4,C,163,Alimentos,Mortadela
2020-01-01,225163,502,M,4,0,C,186,Higiene,Hidratante
2020-01-01,225182,464,M,2,2,B,119,Pet,Racao Umida Para Gatos
2020-01-01,225225,232,M,3,1,B,191,Higiene,Fralda
2020-01-01,225282,109,M,2,1,B,124,Limpeza,Tira Limo
2020-01-01,225364,448,F,2,0,A,31,Alimentos,Granola
2020-01-01,225452,45,M,2,0,A,72,Higiene,Condicionador
2020-01-01,225502,565,F,1,2,B,89,Higiene,Sabonete
2020-01-01,225558,968,F,1,0,B,106,Limpeza,Odorizador
2020-01-01,225649,651,F,2,0,B,157,Alimentos,Papinha Infantil
2020-01-01,225652,684,F,3,0,C,172,Limpeza,Lustra Moveis
2020-01-01,225741,758,F,3,0,B,165,Alimentos,Molho Barbecue
2020-01-01,225810,336,F,1,0,C,135,Limpeza,Rodo
2020-01-01,225875,146,F,2,0,B,207,Alimentos,Copa Suina
2020-01-01,225952,545,M,2,2,B,115,Pet,Alimento Para Passaro
2020-01-01,225980,935,F,2,0,B,159,Alimentos,Pao De Forma
2020-01-01,226018,469,M,4,2,C,158,Higiene,Papel Higienico
2020-01-01,226082,355,M,3,4,B,169,Alimentos,Mamao
2020-01-01,226160,419,F,2,1,B,172,Limpeza,Lustra Moveis
2020-01-01,226201,168,F,4,3,B,167,Alimentos,Manga
2020-01-01,226286,316,F,3,2,B,146,Pet,Racao Umida Para Caes
2020-01-01,226334,258,F,1,0,B,134,Limpeza,Sabao
2020-01-01,226422,851,F,2,0,B,206,Alimentos,Coracao De Frango
2020-01-01,226498,278,F,3,2,C,4,Alimentos,Abacaxi
2020-01-01,226541,456,M,1,4,B,10,Alimentos,Atum
2020-01-01,226617,962,M,3,4,B,97,Limpeza,Cera
2020-01-01,226680,890,M,3,0,C,95,Limpeza,Amaciante
2020-01-01,226713,835,F,1,0,A,29,Alimentos,Feijao
2020-01-01,226745,756,F,1,4,B,182,Alimentos,Lata De Ervilha
2020-01-01,226831,298,F,4,0,C,121,Alimentos,Uva
2020-01-02,226910,625,F,4,0,C,129,Alimentos,Sardinha
2020-01-02,226986,583,F,2,0,B,163,Alimentos,Mortadela
2020-01-02,227055,791,F,1,0,B,160,Alimentos,Palmito
2020-01-02,227078,720,M,2,3,B,195,Alimentos,Feijao
2020-01-02,227148,849,F,5,1,B,156,Higiene,Pasta De Dente
2020-01-02,227151,786,F,1,4,C,2,Acessorios,Mordedor
2020-01-02,227197,476,M,3,0,C,158,Higiene,Papel Higienico
2020-01-02,227252,944,F,3,1,B,229,Alimentos,Almondega
2020-01-02,227301,699,F,1,0,C,210,Acessorios,Chupeta
2020-01-02,227320,551,M,1,0,C,214,Alimentos,Cebola
2020-01-02,227351,562,F,3,0,B,140,Bebidas,Refrigerante Outros
2020-01-02,227431,318,M,1,2,B,204,Higiene,Creme
2020-01-02,227440,782,M,3,3,B,192,Higiene,Fixador
2020-01-02,227488,139,F,3,3,B,225,Alimentos,Atum
2020-01-02,227567,200,F,3,0,B,64,Alimentos,Uva
2020-01-02,227652,496,F,2,0,B,7,Alimentos,Almondega
2020-01-02,227655,231,F,4,2,B,135,Limpeza,Rodo
2020-01-02,227702,432,F,1,0,C,217,Alimentos,Biscoito
2020-01-02,227730,928,F,5,1,B,121,Alimentos,Uva
2020-01-02,227798,54,M,1,0,A,66,Bebidas,Refrigerante Cola
2020-01-02,227825,726,M,2,0,B,149,Alimentos,Queijo Mussarela
2020-01-02,227891,805,F,3,0,C,44,Alimentos,Mamao
2020-01-02,227961,68,F,2,1,A,36,Alimentos,Lata De Milho
2020-01-02,227972,134,F,3,0,B,149,Alimentos,Queijo Mussarela
2020-01-09,228013,655,M,2,0,B,54,Alimentos,Presunto Cozido
2020-01-09,228062,355,M,3,4,B,65,Bebidas,Energetico
2020-01-09,228098,821,F,2,3,B,115,Pet,Alimento Para Passaro
2020-01-09,228192,244,M,4,0,B,188,Alimentos,Hambuguer
2020-01-09,228196,551,M,1,0,C,13,Alimentos,Banana
2020-01-09,228229,197,F,2,0,B,71,Higiene,Absorvente
2020-01-09,228234,587,M,1,0,B,81,Higiene,Hidratante
2020-01-09,228327,353,M,1,2,B,72,Higiene,Condicionador
2020-01-09,228411,136,F,2,1,B,159,Alimentos,Pao De Forma
2020-01-09,228443,10,M,1,0,B,168,Alimentos,Mamao Papaya
2020-01-09,228475,932,M,4,1,B,138,Higiene,Repelente
2020-01-09,228538,330,F,1,0,B,24,Alimentos,Copa Suina
2020-01-09,228560,191,M,3,0,B,36,Alimentos,Lata De Milho
2020-01-09,228642,477,F,4,0,B,36,Alimentos,Lata De Milho
2020-01-09,228688,334,M,3,0,C,32,Alimentos,Hambuguer
2020-01-09,228744,309,M,1,0,B,139,Limpeza,Removedor
2020-01-09,228805,992,F,2,0,B,200,Limpeza,Detergente
2020-01-09,228903,390,F,2,0,B,89,Higiene,Sabonete
2020-01-09,228987,79,F,2,0,C,225,Alimentos,Atum
2020-01-09,229075,401,M,1,4,C,53,Alimentos,Presunto Cozido
2020-01-09,229161,400,F,4,1,C,179,Alimentos,Leite Condensado
2020-01-12,229193,217,F,3,0,B,198,Bebidas,Energetico
2020-01-12,229198,406,M,2,4,C,228,Limpeza,Amaciante
2020-01-12,229253,728,M,2,0,A,60,Alimentos,Salgadinhos De Milho
2020-01-12,229345,118,M,2,4,A,87,Higiene,Protetor Solar
2020-01-12,229419,701,M,3,0,B,11,Alimentos,Azeite
2020-01-12,229430,587,M,1,0,B,149,Alimentos,Queijo Mussarela
2020-01-12,229445,351,F,2,2,B,120,Limpeza,Vassoura
2020-01-12,229464,506,F,4,3,B,190,Higiene,Gel
2020-01-12,229510,833,F,1,4,B,50,Alimentos,Pao De Forma
2020-01-12,229531,327,M,4,2,A,134,Limpeza,Sabao
2020-01-12,229591,960,F,4,2,B,202,Limpeza,Desengordurante
2020-01-12,229674,739,F,2,3,B,161,Alimentos,Ovos
2020-01-12,229713,890,M,3,0,C,178,Higiene,Lenco Umedecido
,229735,875,F,1,0,B,188,Alimentos,Hambuguer
,229807,746,M,3,0,C,157,Alimentos,Papinha Infantil
,229848,418,M,2,2,A,20,Alimentos,Cebola
,229921,822,M,2,3,B,29,Alimentos,Feijao
,230004,384,F,3,2,C,177,Alimentos,Limao
,230014,917,M,1,0,A,89,Higiene,Sabonete
,230093,968,F,1,0,B,160,Alimentos,Palmito
,230110,655,M,2,0,B,129,Alimentos,Sardinha
,230150,801,M,1,4,B,210,Acessorios,Chupeta
,230216,508,F,3,0,B,49,Alimentos,Palmito
,230238,913,M,3,4,C,4,Alimentos,Abacaxi
,230293,291,F,3,0,C,220,Alimentos,Batata
,230326,471,F,4,0,A,84,Higiene,Papel Higienico
,230397,735,F,4,0,B,133,Limpeza,Sabao Em Po
,230421,352,M,4,2,B,41,Alimentos,Macarrao
,230440,940,F,1,3,B,43,Alimentos,Mamao Papaya
,230495,43,M,2,0,B,8,Alimentos,Arroz
,230517,162,F,1,1,B,60,Alimentos,Salgadinhos De Milho
,230607,691,M,4,0,B,156,Higiene,Pasta De Dente
,230700,67,M,1,0,B,214,Alimentos,Cebola
,230769,419,F,2,1,B,165,Alimentos,Molho Barbecue
,230800,569,M,1,1,A,146,Pet,Racao Umida Para Caes
,230808,847,M,4,2,A,197,Higiene,Enxaguante Bucal
,230832,151,F,1,0,B,67,Bebidas,Refrigerante Guarana
,230873,114,F,3,3,B,180,Alimentos,Leite
,230941,279,M,1,2,B,101,Limpeza,Inseticida
,230996,33,F,2,0,B,228,Limpeza,Amaciante
,231025,339,F,4,0,C,191,Higiene,Fralda
,231067,431,F,4,3,B,68,Bebidas,Refrigerante Laranja
,231117,428,F,2,0,A,117,Pet,Racao Seca Para Gatos
,231211,971,F,1,2,A,225,Alimentos,Atum
,231250,378,F,2,0,C,29,Alimentos,Feijao
,231332,112,M,4,0,B,29,Alimentos,Feijao
,231396,888,F,4,2,B,22,Alimentos,Cha
,231425,9,F,2,0,B,205,Alimentos,Coxa E Sobrecoxa De Frango
,231496,446,M,1,4,B,228,Limpeza,Amaciante
,231516,468,M,3,1,C,187,Higiene,Hastes Flexiveis
,231574,1000,F,4,1,B,204,Higiene,Creme
,231584,170,F,4,2,B,127,Alimentos,Snacks
,231624,796,M,2,3,B,223,Alimentos,Azeitona
,231697,526,M,2,2,B,15,Alimentos,Batata Doce
,231790,867,M,2,3,B,58,Alimentos,Ricota
,231827,4,M,4,0,B,183,Alimentos,Ketchup
,231912,484,M,3,2,C,139,Limpeza,Removedor
,231984,576,M,3,0,B,202,Limpeza,Desengordurante
,232024,967,F,1,0,B,157,Alimentos,Papinha Infantil
,232092,87,M,3,2,A,177,Alimentos,Limao
,232124,174,M,4,3,C,124,Limpeza,Tira Limo
,232209,570,F,4,1,C,201,Limpeza,Desinfetante
,232218,696,M,2,0,B,195,Alimentos,Feijao
,232239,389,F,3,0,C,109,Limpeza,Rodo
,232316,356,M,2,4,A,18,Alimentos,Brocolis
,232366,705,M,1,0,B,203,Alimentos,Danette
,232377,283,M,4,1,B,52,Alimentos,Pate
,232396,669,F,4,0,B,180,Alimentos,Leite
,232425,372,M,1,4,B,160,Alimentos,Palmito
,232457,549,M,2,3,C,28,Alimentos,Doce
,232503,648,M,1,0,B,177,Alimentos,Limao
,232571,725,M,4,0,C,184,Alimentos,Iogurte
,232639,881,F,5,1,C,162,Limpeza,Odorizador
,232647,829,F,3,4,B,193,Higiene,Fio Dental
,232740,374,F,3,0,B,213,Alimentos,Cenoura
,232798,552,M,4,0,B,189,Alimentos,Granola
,232803,856,F,5,1,B,118,Pet,Racao Umida Para Caes
,232880,667,F,4,0,C,224,Alimentos,Azeite
,232895,635,F,4,0,B,36,Alimentos,Lata De Milho
,232948,249,F,4,0,B,53,Alimentos,Presunto Cozido
,233032,575,M,1,4,B,123,Limpeza,Tira Mancha
,233079,141,M,3,4,B,20,Alimentos,Cebola
